,alpha_001,alpha_002,alpha_003,alpha_004,alpha_005,alpha_006,alpha_007,alpha_008,alpha_009,alpha_010,alpha_011,alpha_012,alpha_013,alpha_014,alpha_015,alpha_016,alpha_017,alpha_018,alpha_019,alpha_020,alpha_021,alpha_022,alpha_023,alpha_024,alpha_025,alpha_026,alpha_027,alpha_028,alpha_029,alpha_030,alpha_031,alpha_032,alpha_033,alpha_034,alpha_035,alpha_036,alpha_037,alpha_038,alpha_039,alpha_040,alpha_041,alpha_042,alpha_043,alpha_044,alpha_045,alpha_046,alpha_047,alpha_048,alpha_049,alpha_050,alpha_051,alpha_052,alpha_053,alpha_054,alpha_055,alpha_056,alpha_057,alpha_058,alpha_059,alpha_060,alpha_061,alpha_062,alpha_063,alpha_064,alpha_065,alpha_066,alpha_067,alpha_068,alpha_069,alpha_070,alpha_071,alpha_072,alpha_073,alpha_074,alpha_075,alpha_076,alpha_077,alpha_078,alpha_079,alpha_080,alpha_081,alpha_082,alpha_083,alpha_084,alpha_085,alpha_086,alpha_087,alpha_088,alpha_089,alpha_090,alpha_091,alpha_092,alpha_093,alpha_094,alpha_095,alpha_096,alpha_097,alpha_098,alpha_099,alpha_100,alpha_101,alpha_102,alpha_103,alpha_104,alpha_105,alpha_106,alpha_107,alpha_108,alpha_109,alpha_110,alpha_111,alpha_112,alpha_113,alpha_114,alpha_115,alpha_116,alpha_117,alpha_118,alpha_119,alpha_120,alpha_121,alpha_122,alpha_123,alpha_124,alpha_125,alpha_126,alpha_127,alpha_128,alpha_129,alpha_130,alpha_131,alpha_132,alpha_133,alpha_134,alpha_135,alpha_136,alpha_137,alpha_138,alpha_139,alpha_140,alpha_141,alpha_142,alpha_143,alpha_144,alpha_145,alpha_146,alpha_147,alpha_148,alpha_149,alpha_150,alpha_151,alpha_152,alpha_153,alpha_154,alpha_155,alpha_156,alpha_157,alpha_158,alpha_159,alpha_160,alpha_161,alpha_162,alpha_163,alpha_164,alpha_165,alpha_166,alpha_167,alpha_168,alpha_169,alpha_170,alpha_171,alpha_172,alpha_173,alpha_174,alpha_175,alpha_176,alpha_177,alpha_178,alpha_179,alpha_180,alpha_181,alpha_182,alpha_183,alpha_184,alpha_185,alpha_186,alpha_187,alpha_188,alpha_189,alpha_190,alpha_191
601878.XSHG,0.322917812,-1.179487179,-0.57,-1,-0.881134221,-0.643333333,0.392690157,0.785234899,5.65E-10,0.453333333,-90151198.02,0.313199105,0.000944392,0.13,-0.024597919,-0.794612795,0.810144797,1.012416428,0.012264151,-0.282220132,0.195142857,-0.005275241,57.31910612,0.721345922,-0.606966667,0.816132837,-784.2404219,66.93427928,-204358.5466,,7.860595268,-1.636760754,-0.14152,0.927122642,0.586666667,0.740740741,-3.382390487,-0.09,-0.313333333,142.596443,-0.622073579,-0.423152906,-63675071,0.85,0.089455556,0.936487814,37.39548725,-0.248697586,0.320930233,0.358139535,0.679069767,12.54333333,66.66666667,0.666666667,53.05752836,-1,530.6909822,60,2.14,184747346.2,-0.596666667,-0.352687008,76.2671727,-0.738095238,0.983962264,1.62991371,69.75109301,7.55E-08,0.854132901,471405485.7,18.97301595,40.30608551,0.184615385,1.105521886,0.655172414,0.984644992,0.38590604,46.12837962,75.16906691,-58.66949557,81926429.89,42.38740911,-0.730375427,367964971,0.25,-0.03,-0.702179177,0.38381201,0.310084528,-0.747474747,-0.178060201,-0.6,0.9,221118073,508288582.1,565.9236924,40874378.89,-4.85,-0.706666667,46099320.33,-1,44.17178777,10,-0.005514121,-0.199558089,2.94,-0.007308889,-0.830199811,1.108120061,241.5873016,-9887698.622,64.87252125,-0.216408067,-2.653104178,0.565615223,0.179909774,0.067382813,184.2105263,0.023309336,0.8,-0.849985679,0.00534092,-1,0.390077801,2.029485095,10.49666667,0.282220132,73.43130221,0.62,1.395302013,0.231543624,708246222.1,65,19954427.56,1.114780704,-0.401285921,2.399085714,,-0.477721335,0.180887372,-0.633561644,-0.021466667,23.69526894,2.92E-11,49.36734484,0.032461731,0.172398019,-1,0.308947478,760074602.4,1.001658499,0.009368786,9.926770833,-1,445408.399,-0.652173913,0.456666667,0.036792453,-1455.772943,0.226893329,0.705,0.428404812,0.436241611,2430.652305,,-0.010276689,2.91,-0.986224411,0.026674372,0.111769316,-7.616791248,75.30231397,13.54199543,0.30820742,0.756666667,0.580648372,75,205518.5762,0.092143881,-72411045,-0.003498281,4,,0.97442953,0.216666667,62.48093843,6.17,-40.44280377,0.355,-2.238127394,0.655334343
601881.XSHG,-0.254055014,-0.729531338,0.25,1,-0.760725774,-0.643333333,0.857852349,0.610738255,7.59E-10,0.503333333,-5670040.778,0.334944072,-0.03122409,0.31,-0.030354132,-0.767676768,0.689934935,1.027192982,0.0264731,4.553571429,0.290619048,-0.002833885,54.80194174,1.104050641,-0.743088889,0.643038954,-611.9588666,69.11833659,5328188.571,,10.23770299,-1.512747393,-0.504,0.907130658,0.75,0.616161616,-7.682985133,-0.02,0.03,197.1308019,-0.722408027,-0.669950323,178787909,0.916666667,0.054783333,0.921826075,31.14288842,-0.12516156,0.330390921,0.339218159,0.669609079,15.64666667,58.33333333,0.74,87.70976023,1,688.394232,65,3.42,315074422.8,-0.728813559,-0.510511955,75.81728113,-0.87414966,0.980358668,2.003484321,73.88835657,9.86E-08,0.796725784,524290007,25.78999194,34.29116885,-0.535117057,0.944983165,0.75862069,0.989684054,0.189830508,49.86471861,77.20013298,-28.15657602,95722327.49,36.96630179,-0.812286689,618581892,0.35,0.15,-0.864891041,0.563417891,0.419182259,-0.767676768,-0.322943144,-0.666666667,1.49,631873249,649791701.9,739.6712924,47771972.39,-5.89,-0.866666667,53048203.12,1,49.80350655,5,-0.000232726,0.335966824,4.22,-0.00539037,-0.691655948,1.165919681,267.1270718,-12895677.57,63.47031963,-0.696396959,-1.798685662,0.772763453,0.252120301,0.15234375,258.9595376,-0.387614081,1.044444444,-0.894103469,0.007809689,-1,0.198432076,2.010426065,11.63,1.264755481,71.11783406,0.8,1.255081967,0.233429586,883465077.6,90,36426778.95,1.201163806,-0.474695045,1.508196721,,-0.765637169,,-0.681506849,-0.021692,24.00494549,6.03E-11,51.10574567,0.055703158,0.240195221,-1,-0.126158838,1360840256,1.659289799,0.02460804,10.79458333,-1,5865797.061,-0.866220736,0.61,0.039282664,-1219.405574,0.316193132,0.853333333,0.367566869,0.94295302,987.1145072,,-0.011307258,3.58,-1.382379806,0.042132881,0.248318061,-2.906565308,81.64343811,15.08583317,0.38828069,1.021666667,0.253614136,95,-1479905.565,0.630514413,-0.85,-0.003498281,2,,0.871756152,0.356666667,80.32146623,7.33,-44.82224562,0.608055556,-1.52685521,0.813211637
601888.XSHG,0.515292335,-0.536681663,-4.36,1,-0.838525492,-0.643333333,0.660402685,0.986577181,-2.48E-08,0.953333333,-25922800.71,0.030771812,0.255352534,0.05,-0.003922799,-0.491582492,0.822615237,1.000801925,0.000801282,-3.659101436,0.145809524,-0.002764445,63.92709569,0.992424192,-0.024888889,1.884562932,359.6915341,24.87093611,-708837.3979,,-0.854021847,-0.614934074,0.017066667,1.008613782,0.02,0.077441077,-17.59310022,1.55,-0.016666667,121.7455583,-0.702341137,-0.319433523,-21561622,0.566666667,0.000533333,1.000609308,42.29785059,-0.013179661,0.360446571,0.279106858,0.639553429,59.78,75,0.01,116.9695774,-1,173.6614284,70,63.88,24066355.1,-0.02,0.457861093,47.42147282,-0.064285714,1.014449786,-1.424396409,54.34298198,3.25E-06,0.861182519,279012380.3,4.023838796,41.40974934,-0.913043478,0.327407407,0.793103448,0.736757773,0.027118644,-11.16671626,54.24040921,28.07493018,12072301.94,41.85771318,-0.116040956,73310591,1,1,-1.562711864,0.116878468,0.351728028,-0.097643098,-0.037993311,-0.266666667,3.24,36800537,210639098.3,240.2399653,4243918.727,-14.28,-0.136666667,3534562.664,1,68.59532733,10,1.07431357,-0.349918824,6.53,-0.002004444,-0.952033029,1.07924897,149.119912,2408566.459,23.78516624,-0.011697733,-0.274778749,0.915769588,0.488112782,0.219726563,134.7229551,-0.370891673,0.558303887,-0.516778523,0.00098042,1,0.080411358,0.073215548,62.53,3.659101436,50.20457404,4.47,5.742,0.046623334,736598692,65,906686.7207,1.032072121,-0.021989853,-42.44244351,,-0.439797057,0.515358362,-0.702054795,-0.001232889,51.90722432,2.93E-11,-3.563663109,0.004137062,0.536803613,-1,0.672073345,1211324782,2.017286207,0.002430182,62.43802083,-1,473278.4084,-0.104026846,0.476666667,0.045032051,-2534.615754,0.903854634,2.2425,0,0.993288591,91.17906442,,-0.004070954,7.26,-1.592649903,0.10596901,0.074440597,-0.823999655,80.00312342,69.44404137,1.652591193,2.613333333,-0.607361392,75,-404277.8023,0.022774327,0.083333333,-0.003498282,8,,1.057091723,0.373333333,64.67225702,23.34,16.25038335,0.474444444,0.214130095,-0.276449908
601898.XSHG,-0.362244455,-1.384615385,0.4,1,-0.889390592,-0.643333333,0.729166667,0.751677852,7.54E-11,0.183333333,11133261.93,0.05253915,-0.018794636,0.07,0,-0.208754209,0.96826874,1.013513514,0.013333333,4.166666667,0.054952381,-4.24E-05,66.31462021,0.199405197,-0.551288889,0.632493243,-286.3291569,82.94195903,1170898.667,,4.391052196,-0.413915223,-0.09152,0.957936508,0.173333333,0.023569024,-0.608820513,-0.05,-0.49,241.8352177,-0.197324415,-0.06621381,168111480,1.483333333,0.365333333,0.966904762,28.86249547,-0.239209968,0.221153846,0.557692308,0.778846154,2.653333333,75,0.28,12.9349279,1,561.9869642,70,0.9,126615226.4,-0.893333333,-0.811535679,82.07656499,-0.775,0.98952381,1.058710298,66.38529501,1.07E-08,0.822580645,87339283.8,8.006171781,35.5656009,-0.465551839,0.803636364,0.655172414,0.520774687,0.430508475,64.94298295,75.81062516,-55.34524889,24736098.28,39.53255718,-0.341296928,275658933,0.15,-0.03,-1.26440678,0.133909287,0.093374273,-0.208754209,-0.042363434,-1,0.22,239511387,77105520.78,525.6057293,16213926.71,-0.67,-0.303333333,14653293.02,1,49.51976283,10,-0.004774347,-0.319820559,0.62,-0.1379875,-0.574212637,1.046298699,198.5915493,-4967280.365,69.23076923,-0.302191445,-0.109878104,0.764121968,0.036067669,0.055541992,201.4285714,0.557848195,5.868421053,-0.279355746,0.002231467,1,0.254965575,5.439316239,5.216666667,0,73.14402607,0.12,39.88285714,0.510067114,113719298.1,70,3221835.822,1.015230929,-0.037603687,0.970666667,,-0.069636457,,-0.157534247,-0.29140625,6.391334448,1.15E-10,43.94001523,0.006926676,0.031509324,1,0.278826711,146596513.1,0.096799152,0.002930166,5.07625,1,84529.53643,-0.382550336,0.773333333,0.019047619,-3783.702561,0.038007035,0.1325,0.95036359,0.640939597,19097.72389,,-0.005240108,0.66,-1.229521308,0.005232809,-0.406836658,inf,75.89819833,6.947424995,0.078295636,0.16,0.388891806,80,161503.2644,0.07985803,-0.966666667,-0.003498281,3,,0.790357942,0.73,49.78462074,1.24,-22.32807373,0.127777778,-1.667356346,0.655391954
601899.XSHG,0.054492356,-0.897435897,-0.19,1,-0.953125,-0.14,1.220458613,0.815436242,1.30E-12,0.11,-145959391.7,0.006577181,0.005822424,-0.08,-0.013774105,-0.868686869,1.071974612,0.978319783,-0.021680217,-3.475935829,0.017,-0.005721457,34.29643667,0.091867652,-0.296877778,0.94779351,66.85716074,46.65209037,-7402136.912,,1.26227209,-0.40810082,-0.0141,0.987534626,0.08,0.373737374,-1.703662397,0.01,-0.056666667,101.39411,-0.073578595,-0.018261434,-833474480,0.316666667,0.083333333,0.978127886,38.74662232,-0.027531393,0.289256198,0.421487603,0.710743802,2.423333333,33.33333333,0.066666667,15.05434662,1,355.833641,55,4.18,1039938729,-0.503333333,-0.547167106,62.96481693,-0.207482993,1.005078486,-0.505282499,63.26029913,9.30E-10,0.835820896,321130339,9.145880574,40.38690917,-0.129765886,0.652087542,0.689655172,0.67238917,0.043624161,10.54541981,67.52295025,-37.00128823,211276656,42.4602228,-0.092150171,482430631,0.21875,1,,0.223728814,0.047688576,-0.171717172,-0.003901895,-0.466666667,0.22,389849280,355280733.8,503.6365768,90369592.2,-0.66,-0.11,93541657.23,1,48.1497685,5,0.010717829,0.400151565,0.66,-0.027129398,-0.958741944,0.948930477,202.8169014,-27126409.18,45,-0.062746595,-0.290117034,0.113333333,0.041646617,0.16986084,250,-0.663664191,25.77777778,-0.033557047,0.006466396,-1,0.648694369,7.646666667,3.596666667,3.475935829,68.71110767,0.22,0.63813253,0.617142444,725543378.5,70,23588726.95,1.056680481,0.001267187,0.072258065,,0.002969971,,-0.657534247,-0.013375,11.09415273,1.25E-11,27.91114155,0.010600509,0.046025641,-1,0.197285956,765923780.1,0.183174824,0.026451833,3.531041667,1,-5909766.152,-0.16442953,1.041666667,0.016620499,-3272.082228,0.101012784,0.130833333,0.001462172,0.761744966,12200.8767,,-0.00508216,0.58,-1.009352797,0.013264424,-0.062283025,-4.795668203,73.33232893,5.005186437,0.073679522,0.103333333,-0.028455192,75,-1173299.091,0.488476327,-0.666666667,-0.003498282,4,,0.9899217,0.64,77.00615002,1.34,-43.49650164,0.040833333,-1.09953992,-0.253666653
601901.XSHG,0.569852532,-0.991304348,-0.81,-1,-0.969247643,-0.14,0.109228188,0.842281879,1.14E-10,0.311666667,-268683548.7,0.123870246,0.015087775,0.02,-0.007761966,-0.949152542,0.971443699,1.002580645,0.002574003,-3.47826087,0.107142857,-0.005820384,54.17878097,0.377175268,-0.899311111,0.73204171,-323.1662598,57.46857419,-2270819.478,,5.738262645,-0.632123788,-0.130166667,0.945731446,0.39,0.801346801,-1.989015919,-0.01,-0.546666667,117.8231245,-0.454849498,-0.279396799,-118522035,0.85,0.138055556,0.951268233,43.05166277,-0.211470208,0.314136126,0.371727749,0.685863874,8.846666667,58.33333333,0.406666667,29.41425195,-1,492.3146927,55,0.64,14541390.45,-0.676666667,-0.015049825,68.6582161,-0.380952381,0.988845989,1.127982646,65.05074208,2.23E-08,0.622356495,396046133.2,14.145804,45.07815093,-0.879598662,1.206902357,0.551724138,0.722284279,0.238255034,44.09473726,67.79237553,-66.51226774,91264577.79,46.80850947,-0.590443686,225124654,0.45,-0.04,-0.488619855,0.280065898,0.154205942,-0.282828283,-0.077591973,-0.533333333,1.25,8042788,389247956.5,525.3021103,50581319.65,-3.3,-0.513333333,46978641.66,1,41.07642008,5,0.01189605,0.072111896,1.7,-0.037686556,-0.862891213,1.039505527,261.0837438,-1088473.176,49.64028777,-0.261249378,-1.13580907,0.256197709,0.104533835,0.060424805,185.1405622,-0.261470438,2.172839506,-0.406040268,0.004507058,1,0.222965157,1.698565401,7.74,3.47826087,74.86786741,0.7,0.870603015,0.46993376,592223686,70,14099336.9,1.107448956,-0.349202461,0.571914894,,-0.407629332,,-0.431506849,-0.0308,13.31291265,3.53E-11,38.58977432,0.025130904,0.102674825,-1,-0.0386739,505314104.4,0.659221252,-0.021740376,7.391354167,-1,-1636334.846,-0.56187291,0.8,0.02960103,-1645.459156,0.214359131,0.4725,0.379382461,0.446308725,3198.780458,,-0.009934413,2.08,-0.794132823,0.006307432,0.150902677,-2.142366005,73.13207972,10.11327869,0.253492347,0.485,0.240637614,75,337832.1345,0.192842354,-65286060,-0.003498281,4,,0.816879195,0.49,61.92238578,3.31,-46.58701304,0.180555556,-1.574586553,0.772273047
601919.XSHG,0.364663255,-1.486842105,-0.19,1,-0.889390592,-0.14,0.763982103,0.902684564,6.61E-11,0.176666667,-33249404.11,0.076241611,-0.01014904,-0.08,0.001992032,-0.777777778,1.084584518,0.984375,-0.015625,1.818181818,0.075619048,-0.004106862,51.11194448,0.234125898,-0.273,0.961596428,47.02202894,60.8378911,716424.7273,,4.203997243,-1.224174567,-0.0616,0.959656085,0.193333333,0.232323232,-0.892160346,0.06,-0.056666667,101.154549,-0.37458194,-0.192477094,-10421873,0.916666667,0.0923,0.970155423,38.42913872,-0.118358786,0.316939891,0.366120219,0.683060109,4.216666667,50,0.293333333,11.57528645,1,569.8802225,55,9.2,45796043.27,-0.593333333,-0.512852526,68.59574331,-0.635714286,1.004298942,-0.428054001,66.43845246,2.01E-08,0.65408805,77451895.71,9.406657019,40.65462267,-0.963210702,0.458619529,0.586206897,0.811257757,0.177852349,40.85984523,69.56421133,-26.79085149,29145631.54,42.05834535,-0.320819113,80304398,0.6125,-0.02,,0.163972286,0.085731227,-0.228956229,-0.001170569,-0.2,0.55,44516355,81991540.41,619.3075229,15930475.31,-1.63,-0.103333333,15539653.59,1,53.23800826,10,0.051093679,0.33199464,0.71,-0.1326325,-0.93218665,1.149221778,213.7614679,-3604087.556,50.94339623,-0.053351383,-0.354545876,0.425748042,0.049736842,0.102539063,150.3759398,-0.418536364,5.485714286,-0.151006711,0.003770302,1,0.428719009,3.014814815,5,1.5625,75.42209209,0.26,3.063648649,0.41099737,120453046.7,85,4728403.2,1.062382555,-0.284677823,-1.168695652,,-0.490823834,0.333333333,-0.609589041,-0.076197917,12.93733655,1.29E-10,48.18185757,0.028020097,0.04506993,1,0.474394072,197016800,0.285549213,-0.010196196,4.889583333,-1,2082105.548,-0.342281879,0.806666667,0.031746032,-2246.369211,0.087435586,0.215,0.503116608,0.627516779,12362.86005,,-0.005786228,0.8,-1.569790875,0.002401268,0.062088637,-6.930830583,90.67150345,6.789401145,0.10178318,0.258333333,-0.332030603,95,156985.498,0.055183946,-0.833333333,-0.003498281,5,,1.610391499,0.9,64.45040663,1.59,-26.3805235,0.168333333,-1.456959943,-0.940434826
601933.XSHG,0.353705232,0.038095238,-0.17,1,-0.745386242,-0.14,0.709513423,0.489932886,1.88E-10,0.366666667,-114919200.5,0.011677852,0.032253413,0.02,0.001136364,-0.858585859,0.984433656,1.002259887,0.002254791,-2.527472527,-0.00152381,-0.001084811,64.42261062,0.011708206,-0.108911111,0.851145707,773.7717383,46.23378705,-1570268.107,,1.159475385,-1.480190062,-0.006133333,0.988538144,0.04,0.107744108,-0.95628267,-0.29,-0.273333333,199.8339604,-0.130434783,-0.069187603,115041053,0.516666667,0.061011111,0.982877678,48.05320754,-0.25675854,0.414893617,0.170212766,0.585106383,6.093333333,66.66666667,0.046666667,5.134683057,-1,151.4655129,60,0.53,-33608437.29,-0.163333333,0.285266916,60.71541163,-0.617857143,0.987034949,1.313535123,60.44170236,1.36E-08,0.630901288,78641480.07,3.712364806,45.12548233,-0.45819398,0.168148148,0.793103448,0.671101567,0.494915254,48.20233077,60.23261349,-5.507845679,47931312.8,43.91672343,-0.511945392,288430576,0.34375,1,-0.1937046,0.075151515,-0.023363087,-0.343434343,-0.232998885,-0.387205387,0.86,414654444,161370895.8,163.5214148,13545922.77,-1.81,-0.193333333,17733888.79,1,56.73139354,10,0.045091294,-0.222072104,0.62,-0.238262801,-0.930898723,1.043231086,175.8064516,9359690.422,16.4021164,-0.214458445,0.065081522,0.648867714,0.033270677,0.017700195,139.6226415,-0.775556941,2.82,-0.090604027,0.001534483,-1,-0.090975215,0.574060606,8.913333333,2.527472527,51.49768442,0.79,0.320704225,0.786964234,380670697.4,65,2249962.581,1.059459793,-0.185748047,1.959506173,,-0.453044017,0.333333333,-0.321917808,-0.085066667,17.95917382,5.04E-11,36.7888427,0.023767479,0.036672494,1,0.412739342,553767564.4,0.478103008,0.000110168,8.718125,-1,2247254.213,-0.43812709,1.273333333,0.03945885,-3253.758324,0.077462765,0.288333333,0.336918012,0.412751678,9592.192988,,-0.000819098,1.1,-1.419972237,0.003801879,0.473409286,-0.443039947,38.65193759,11.11074042,0.143398161,0.273333333,-0.585117973,75,494199.992,0.249857803,-0.1,-0.003498282,3,,1.057774049,0.696666667,45.50647273,2.33,28.12647617,0.086666667,-0.390853714,0.95622018
601939.XSHG,-0.653543788,-0.916083916,-8.88E-16,1,-0.834057656,-0.643333333,1.204491051,0.755033557,2.16E-11,0.286666667,-154700885.3,0.038590604,0.001241866,0.11,-0.008152174,-0.212121212,0.909655544,1.015299026,0.015068493,-1.08401084,0.04552381,0.000257744,47.6439296,0.15372009,-0.319022222,0.70214861,166.4874378,74.67499094,-1965076.379,,2.097902098,-0.792410623,-0.1015,0.979452055,0.096666667,0.104377104,0.056572837,0.01,-0.256666667,140.329124,-0.193979933,-0.120653791,136931007,1.866666667,0.073822222,0.986115868,38.13449045,-0.112283339,0.329479769,0.341040462,0.670520231,4.503333333,50,0.1,9.439794548,1,301.7316181,45,21.64,283333932.6,-0.426666667,-0.708989991,61.30879477,-0.282142857,0.995890411,0.412654746,61.34656327,3.04E-09,0.611428571,482409971.2,3.674773655,38.29377082,-0.448160535,0.515387205,0.75862069,0.997832631,0.516778523,68.40401976,62.9915613,-29.26366202,153341531.2,39.3992883,-0.129692833,647141669,0.28125,0.06,,0.065693431,0.029924309,-0.212121212,-0.095384615,-0.6,0.68,1170836009,613509727.8,269.264765,97247926.9,-1.05,-0.116666667,83515608.49,1,50.00057907,5,-0.004195938,-0.720534085,0.45,-0.023122546,-0.576232305,1.011359444,135.7142857,-10730265.04,39.65517241,-0.6437803,-0.435181099,0.373316784,0.018706767,0.213623047,126.9736842,0.302703928,3.347826087,-0.26215762,0.001827842,-1,0.113898545,0.86017094,7.283333333,1.08401084,56.51833356,0.35,4.356,0.312080537,985149769.6,90,12191230.43,1.055162231,-0.126387287,-1.581176471,,-0.394960271,0.666666667,-0.071917808,-0.024488889,9.39196043,1.33E-11,45.50392978,0.016431545,0.016107226,1,0.247942198,1320310256,0.359605732,0.01314363,7.198645833,1,7804245.413,-0.389261745,0.926666667,0.015068493,-3636.10724,0.091822569,0.200833333,0.3033289,0.859060403,7444.749862,,0.001268653,0.81,-1.313341728,0.00415626,-0.11050713,-2.666666667,43.07674944,9.406766969,0.105980188,0.208333333,0.469224971,95,-1477812.196,0.31646304,-0.825,-0.003498282,8,,0.907203579,0.983333333,39.19620575,1.75,-42.33749699,0.087222222,-1.553397664,0.761707731
601985.XSHG,0.067053824,-1.428571429,0.21,1,-0.912870929,-0.14,0.556823266,0.701342282,7.95E-11,0.226666667,8086266.15,0.109261745,-0.000818115,0.09,-0.004926108,-0.346801347,0.961208598,1.014802632,0.01458671,2.833333333,0.074428571,-0.000835324,59.80049895,0.246526756,-0.5745,0.810992252,62.64738087,89.59944724,1571645.212,,5.245202559,-0.604834772,-0.0882,0.950162075,0.196666667,0.164983165,-0.792804118,-0.12,-0.53,208.7540796,-0.307692308,-0.130398609,212307184,1.733333333,0.3066,0.960139789,32.2906581,-0.221185654,0.234482759,0.531034483,0.765517241,3.126666667,58.33333333,0.366666667,15.46735891,1,608.9645604,60,11.8,196217511.4,-0.72,0.855743739,82.00803421,-0.703571429,0.984873042,1.535929786,72.52782803,1.05E-08,0.782894737,198410064.3,9.195487058,36.734595,-0.088963211,0.98962963,0.586206897,0.754520114,0.365771812,77.5439274,78.90293686,-58.61021606,54616863.52,39.75651924,-0.112627986,468082453,0.01875,-0.08,,0.146840149,0.098715856,-0.107744108,-0.051594203,-0.6,0.33,434343708,203768572.2,543.2418121,39279734.06,-0.92,-0.123333333,33295338.6,1,46.83376215,5,0.034291033,-0.411348559,0.79,-0.031996528,-0.660795364,1.01753133,211.9047619,-7266793.856,60,-0.284644845,-0.074818619,0.828713445,0.042390977,0.017089844,191.011236,0.511297545,3.423076923,,0.002776506,1,0.345965108,5.274871795,6.13,0,69.96194212,0.21,6.6528,0.549224201,297690448.3,70,6307941.07,1.046471636,-0.078307448,1.469387755,,-0.113489055,,-0.787671233,-0.204933333,3.985760816,3.23E-11,45.35692231,0.023279403,0.037234848,1,0.357544211,340030064,0.273785497,0.007288965,5.9240625,1,-256151.3826,-0.409395973,0.845,0.022690438,-3932.094739,0.050118132,0.168333333,0.868985522,0.466442953,11603.59306,,-0.003953272,0.84,-1.080773123,0.007300253,-0.25408474,-11.88175664,78.36858071,8.045441732,0.079132318,0.158333333,-0.226702316,75,728667.7307,0.262166405,-1,-0.003498282,3,,0.81712528,0.363333333,77.41798202,1.52,-8.313032216,0.163055556,-2.064840127,0.542674913
601988.XSHG,-0.741674168,-1,0.03,1,-0.677645214,-0.643333333,1.249412752,0.731543624,4.04E-12,0.123333333,-535343155.5,0.001655481,0.002985007,0.06,-0.005102041,-0.929292929,0.965502737,1.015625,0.015384615,0.515463918,0.029952381,0.000231507,50.47434321,0.101597157,-0.3337,0.641524091,7.519050989,77.08329638,1163576.082,,2.676612549,-2.031149688,-0.0558,0.973931624,0.07,0.703703704,-0.245038331,-0.01,-0.366666667,134.8975511,-0.070234114,-0.035742471,171594140,1.483333333,0.195555556,0.981543803,32.52638856,-0.109466709,0.257142857,0.485714286,0.742857143,1.596666667,50,0.163333333,5.969470062,1,405.5475454,45,7.62,160495144.3,-0.546666667,-0.490290338,68.65219577,-0.846938776,0.994871795,0.515463918,65.21920166,5.11E-10,0.705882353,336296144.5,4.639463387,34.60791601,-0.555183946,1.308989899,0.689655172,0.744868302,0.630872483,80.64343164,68.71558369,-36.27334172,213871051.3,36.6103926,-0.337883959,685417489,0.225,0.02,,0.071428571,0.036140505,-0.929292929,-0.024777035,-1,0.2,1345912239,415778067.9,354.1916776,122783043.7,-0.4,-0.346666667,105485916.5,1,47.9574031,5,0.00024998,-0.48545196,0.26,-0.022793333,-0.550521739,1.01401443,168.75,44642450.02,49.01960784,-0.584973446,-0.064711584,0.785476151,0.01456391,0.170898438,165.9574468,-0.045207188,16,-0.12392285,0.002270445,-1,0.053581576,4.045333333,3.9,0.510204082,67.21206523,0.13,1.018489209,0.44295302,733999745.1,90,15461216.44,1.033221539,-0.142713878,-0.32,,-0.372297074,,-0.561643836,-0.058667,4.162210476,1.12E-11,39.93172194,0.019260601,0.012246503,1,0.137493405,880361664,0.125353051,0.007964483,3.828020833,1,7998583.787,-0.418060201,0.95,0.01025641,-5253.853744,0.028792281,0.0775,0.59108943,0.734899329,24674.85782,,-0.000966207,0.38,-1.162895145,0.002870745,-0.127864702,-1,55.89856756,5.287630923,0.033244252,0.078333333,0.621732698,95,-1151702.857,0.200964667,-0.966666667,-0.003498282,4,,0.840089485,0.983333333,44.70269609,0.68,-44.42985969,0.061944444,-1.478060997,0.829986221
